,model,price,rating,rat1,rat2,processor,processor_core,ram,memory,gpu,resolution,os,warranty
561,Lenovo IdeaPad Flex 5 14ALC7 82R9006PIN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹66,990",69,0,0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16 GB  LPDDR4X RAM,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
562,Asus ROG Strix G15 G513IE-HN088WS Gaming Laptop (Ryzen 7 4800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹82,990",69,0,0,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
563,Lenovo V14 Gen 2 ‎82C40019IX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹49,999",0,56,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
564,Asus Vivobook 14 OLED UX3402ZA-KN531WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹92,990",69,0,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
565,Lenovo IdeaPad Slim 3 82RJ0040IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹58,900",0,59,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,‎Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
566,Ultimus S151 NU14U2INC43VD-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ DOS),"₹17,990",0,44,0,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,128 GB SSD,Intel Integrated UHD Graphics,"14.1 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
567,Acer Aspire 5 A515-57 NX.K2VSI.002 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹42,990",0,59,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
568,Lenovo Legion S7 82TF007LIN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹1,48,020",84,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
569,HP Envy x360 13-AY1065AU Laptop (AMD Ryzen 5-5600U/ 8GB/ 512GB SSD/ Win11 Home),"₹77,990",65,0,0,5th Gen AMD Ryzen 5  5600U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
570,Dell Latitude 14 7420 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹98,100",0,57,0,11th Gen Intel Core i5 1145G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
571,Acer Aspire 5 A515-57 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹57,990",63,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphic,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
572,Gigabyte G5 GE RC55GE Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",66,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
573,Dell Inspiron 7420 D560918WIN9S Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹76,290",67,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
574,Lenovo ThinkPad X13 21BNS03K00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),"₹1,95,990",71,0,0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1200 pixels",Windows 11 OS,3 Year Warranty
575,HP Envy x360 13-bf0085TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹80,990",63,0,0,12th Gen Intel Core i5 1230U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR4x RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
576,HP 240 G8 Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/Win11 Home),"₹41,500",0,49,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
577,Lenovo ThinkPad T14 20W0S1HU00 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 2GB Graph),"₹1,40,500",69,0,0,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB  RAM,512 GB SSD,2 GB NVIDIA MX450,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
578,Lenovo Ideapad Slim 3 81WD014XIN Laptop (10th Gen Core i3/ 4GB/ 256GB SSD/ Win11),"₹31,990",0,54,0,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
579,HP Pavilion 14-ek0084TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹70,990",60,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
580,HP 240 G8 689T7PA Business Laptop (intel Core i3/ 8GB/ 512 GB SSD/ Win11),"₹38,999",0,50,0,Intel Core i3,8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty,2 USB 3.0 Ports
581,Asus Eeebook 14 E410KA-BV092W Laptop (Celeron N4500/ 4GB/ 256GB SSD/ Win11 Home),"₹23,990",0,44,0,Intel Celeron N4500 N4500,"Dual Core, 2 Threads",4 GB  RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
582,Lenovo V14 82KAA057IH Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹32,999",0,53,0,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
583,Dell Inspiron 3520 D560878WIN9S Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹61,690",0,57,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
584,Lenovo ThinkPad E14 Gen 2 20TAS08F00 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Windows 10 Pro),"₹72,000",61,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD,"14.1 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
585,Lenovo Ideapad Slim 3 81WB01FYIN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹33,990",0,50,0,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
586,Asus Vivobook 14 OLED UX3402ZA-KN731WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,09,990",69,0,0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
587,Dell Inspiron 3525 D560863WIN9B Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11),"₹53,199",62,0,0,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
588,MSI Stealth 17M A12UE Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,38,990",73,0,0,12th Gen Intel Core i7 1280P,"14 Cores, 20 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
589,Lenovo ‎ThinkPad E14 Gen 4 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹74,999",0,57,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
590,Lenovo Thinkpad E14 Gen 2 20TAS0E800 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹72,500",67,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1080 x 1920 pixels",Windows 10 OS,1 Year Warranty
591,Dell Alienware X17 R1 D569936WIN9 Gaming Laptop (11th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 16GB Graph),"₹2,97,799",79,0,0,11th Gen Intel Core i9 11980HK,"Octa Core, 16 Threads",32 GB DDR4  RAM,1 TB SSD,16 GB NVIDIA GEFORCE RTX 3080,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
592,Lenovo Thinkpad P15v 21D8S00V00 Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Pro/ 4GB Graph),"₹1,85,990",79,0,0,12th Gen Intel Core i7 12800H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,4 GB Nvidia Quadro T1200,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
593,MSI Raider GE67 HX 12UHS Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),"₹3,00,000",0,0,0,12th Gen Intel Core i9 12900HX,"16 Cores (8P + 8E), 24 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 3080Ti,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
594,Microsoft Surface Pro 9 ‎QCB-00014 Laptop (12th Gen Core i5/ 8GB/ 128GB SSD/ Win11),"₹1,02,990",0,50,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,128 GB SSD,Intel Iris Xe Graphics,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
595,Microsoft Surface Pro 9 Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11),"₹2,61,990",66,0,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",32 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
596,Microsoft Surface Laptop 5 ‎RBY-00023 15 inch (12th Gen Core i7/ 8GB/ 256GB SSD/ Win11),"₹1,34,990",0,57,0,12th Gen Intel  Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,256 GB SSD,Intel Iris Xe,"15 inches, 2496 x 1664 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
597,Microsoft Surface Pro 9 ‎QIL-00031 Laptop (12th Gen Core i7/ 16GB/ 256GB  SSD/ Win11),"₹1,62,810",0,56,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,256 GB SSD,Intel Iris Xe Graphics,"13 inches, 2880 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
598,Microsoft Surface Laptop 5 ‎RIP-00048 15 inch (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,82,990",63,0,0,12th Gen Intel  Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe,"15 inches, 2496 x 1664 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
599,Microsoft Surface Laptop 5 ‎RBG-00048 13.5 inch (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,72,599",0,57,0,12th Gen Intel  Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,256 GB SSD,Intel Iris Xe,"13.5 inches, 2256 x 1504 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
600,Microsoft Surface Pro 9 ‎‎QIX-00031 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,84,990",0,54,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13 inches, 2880 x 1920 pixels",Windows 11 OS,1 Year Warranty
601,Acer Extensa EX215-31 Laptop (Pentium N5030/ 8GB/ 256GB SSD/ Win11),"₹28,990",0,50,0,Intel Pentium  N5030,Quad Core,8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD 605,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
602,Lenovo Legion 5 Pro 82RF00E1IN Gaming Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,05,990",0,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070Ti,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
603,Asus E410 Eeebook E410KA-BV003W Laptop (Celeron N4500/ 4GB/ 256GB SSD/ Win11 Home),"₹24,590",0,45,0,Intel Celeron N4500 N4500,"Dual Core, 2 Threads",4 GB  RAM,256 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
604,Asus Vivobook 15 2022 X1502ZA-EJ515WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹53,990",62,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
605,Lenovo ThinkBook 14s Yoga 20WEA01CIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10 Pro),"₹1,04,900",73,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
606,Dell Inspiron 3520  D560868WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),"₹73,490",62,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX550,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
607,Lenovo Thinkbook 14 20VD011EIH Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),"₹1,02,999",61,0,0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
608,Dell XPS 9315 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Pro),"₹1,62,230",0,53,0,12th Gen Intel Core i7 1250U,"10 Cores, 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,Iris Xe,"13.4 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
609,Asus VivoBook 15 X1500EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹46,900",0,56,0,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
610,Dell Inspiron 5415 Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹89,976",62,0,0,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
611,Lenovo V15 G2-ITL 82KBA034IH Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ DOS),"₹33,980",0,47,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
612,Asus VivoBook 15 2022 X515JA-EJ592WS Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹44,990",0,59,0,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
613,Dell Inspiron 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 2GB Graph),"₹63,890",61,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA MX550,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
614,Dell G15-5520 D560895WIN9S Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,23,890",80,0,0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
615,Asus VivoBook 15 X515JA-EJ392WS Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹34,990",0,56,0,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
616,HP 15s-fq2670TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹38,290",0,54,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
617,Lenovo V14-IGL‎ 82C40185PB Laptop (Celeron N4020/ 4GB/ 256GB SSD/ DOS),"₹19,999",0,50,0,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics 600,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
618,Lenovo IdeaPad Slim 3 82RK007JIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹43,990",0,57,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,‎Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
619,Acer Chromebook 311 C733 Laptop (Intel Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS),"₹18,490",0,0,37,Intel Celeron N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,32 GB Hard Disk,Intel HD,"11.6 inches, 1366 x 768 pixels",Chrome OS,1 USB 3.0 Ports
620,Dell Latitude 7420 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro),"₹1,14,300",0,57,0,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
621,Lenovo IdeaPad 3 82KU017KIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹44,425",0,57,0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
622,Lenovo Thinkpad T15P Gen 2  Laptop (11th Gen Core i7/ 32GB/ 512GB SSD/ Win10 Pro/ 8GB Graph),"₹2,45,000",74,0,0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",32 GB  RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 3070 MAX-Q,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
623,Lenovo V15 82C3002VGE Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹22,999",0,51,0,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
624,Xiaomi Book Air 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹68,990",66,0,0,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel  Iris Xe Graphics,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,Backlit Keyboard
625,Dell Vostro 3425 D552267WIN9S Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB/ Win11 Home),"₹57,890",63,0,0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",16 GB  RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
626,Dell G15-5525 D560898WIN9S Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,58,990",76,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3070 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
627,Dell G15-5525 D560894WIN9S Gaming Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,27,990",78,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
628,Dell G15-5525 Gaming Laptop (Ryzen 9-6900HX/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,46,990",76,0,0,6th Gen AMD Ryzen 9 6900HX,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
629,Dell Inspiron 7620 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),"₹1,26,990",62,0,0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX550,"14.5 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
630,HP 255 G8 6X4B2PA Laptop (AMD Athlon 3050/ 4GB/ 256GB SSD/ DOS),"₹21,990",0,0,39,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,‎AMD Integrated,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
631,Lenovo IdeaPad Slim 5 82SE005SIN Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),"₹62,290",65,0,0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
632,Asus TUF Gaming A15 FA506IHRZ-HN112W Laptop (AMD Ryzen 5 4600H/ 8GB / 1TB SSD/ Win11 Home / 4GB Graph),"₹54,990",68,0,0,4th Gen AMD Ryzen 5  4600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
633,Asus Vivobook 14 OLED X1405ZA-KM511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹65,990",61,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel Iris Xe,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
634,Lenovo ThinkPad X1 Carbon 21CB002JIG Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),"₹2,10,990",0,59,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,1 TB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
635,Dell Alienware M15 R6 Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹2,00,000",79,0,0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA Geforce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
